"occupation_id","evidence_id","employer_name","job_title","source_url","source_kind","task_statement","task_family_id","task_type","importance","frequency","review_status","source_confidence","notes"
"occ_13_1111_00","jd_ma_03","Valence","Strategy & Operations Associate","https://jobs.lever.co/valence/f2422f63-427a-4f20-a147-0bb2b07eaa2a","public_job_posting","Drive adoption by aligning stakeholders, documenting decisions, and closing execution gaps after recommendations are approved.","cluster_coordination","Core","0.80","0.60","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=pilot_2026_03|source_refs=ma_03|ma_04|ma_05"
"occ_13_1111_00","jd_ma_04","Shield AI","Lead, Strategy & Operations","https://jobs.lever.co/shieldai/ca460f45-c2f4-4b58-bfd3-dd6a2cfdccf8","public_job_posting","Build repeatable operating playbooks, tooling, or governance rhythms that sustain improvements after the initial project push.","cluster_oversight_strategy","Core","0.78","0.46","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=pilot_2026_03|source_refs=ma_01|ma_02|ma_05"
"occ_27_3042_00","jd_tw_01","Pleo","Senior Tech Writer","https://boards.greenhouse.io/embed/job_app?token=6661087003","public_job_posting","Own information architecture, style standards, and content governance so documentation remains consistent, discoverable, and useful across products.","cluster_oversight_strategy","Core","0.80","0.50","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=pilot_2026_03|source_refs=tw_01|tw_04|tw_05"
"occ_27_3042_00","jd_tw_02","Linda Werner & Associates","API Technical Writer V","https://boards.greenhouse.io/embed/job_app?token=4885968008","public_job_posting","Create developer-facing examples, tutorials, and code samples that show how to use product capabilities in real workflows.","cluster_drafting","Core","0.78","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=pilot_2026_03|source_refs=tw_02|tw_03|tw_05"
"occ_27_3042_00","jd_tw_03","Veeva Systems","Technical Writer","https://jobs.lever.co/veeva/19c6b0c9-1bc9-4640-91b7-d429bf26df85","public_job_posting","Test new features, gather user or stakeholder feedback, and revise documentation before release so people can complete tasks successfully.","cluster_qa_review","Core","0.80","0.54","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=pilot_2026_03|source_refs=tw_01|tw_04|tw_05"
"occ_27_3042_00","jd_tw_04","Kizen","Senior Technical Writer","https://boards.greenhouse.io/embed/job_app?token=4673042008","public_job_posting","Manage documentation as a product workflow across releases, including contributor coordination, publication timing, and lifecycle tracking.","cluster_workflow_admin","Core","0.74","0.58","reviewed_for_gap_fill","0.78","reviewed_public_job_posting|review_batch=pilot_2026_03|source_refs=tw_01|tw_02|tw_04"
"occ_41_3091_00","jd_sr_01","A.Team","Enterprise Account Executive","https://jobs.lever.co/a/07defe7a-bf3e-4bf9-acc5-f5802b2e37a5","public_job_posting","Run multi-stakeholder discovery that surfaces business pain, buying criteria, and solution fit across executive and operator contacts.","cluster_client_interaction","Core","0.84","0.62","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=pilot_2026_03|source_refs=sr_01|sr_03|sr_05"
"occ_41_3091_00","jd_sr_02","Octopus Deploy","Enterprise Growth Account Executive","https://jobs.lever.co/octopus/33eb4717-6588-497c-a24a-dbe2e1a05b48","public_job_posting","Build account plans, self-sourced pipeline, and forecast updates that keep leadership and internal partners aligned on deal progress.","cluster_workflow_admin","Core","0.76","0.64","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=pilot_2026_03|source_refs=sr_01|sr_04|sr_05"
"occ_41_3091_00","jd_sr_03","FloQast","Account Executive, Enterprise Accounts","https://jobs.lever.co/floqast/46fe0359-9db0-4af1-9531-b41c5c29f473","public_job_posting","Orchestrate internal partners across product, solutions, legal, procurement, and implementation to move complex deals to close.","cluster_coordination","Core","0.82","0.58","reviewed_for_gap_fill","0.82","reviewed_public_job_posting|review_batch=pilot_2026_03|source_refs=sr_02|sr_03|sr_04"
"occ_41_3091_00","jd_sr_04","H1","Enterprise Account Executive","https://jobs.lever.co/h1/60e7b3d3-c402-45b1-a590-9a7d649dba6b","public_job_posting","Manage post-sale handoff and early expansion planning so new customers adopt successfully and the account can grow over time.","cluster_relationship_management","Core","0.78","0.52","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=pilot_2026_03|source_refs=sr_02|sr_04|sr_05"
"occ_43_4051_00","jd_cs_01","WeSalute","Customer Support Representative","https://jobs.lever.co/WeSalute/5b6cdb4e-049e-48a2-b9d1-eaa0e53556df","public_job_posting","Troubleshoot product or account issues across channels and guide customers through root-cause resolution rather than only recording the complaint.","cluster_client_interaction","Core","0.80","0.66","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=cs_01|cs_02|cs_03"
"occ_43_4051_00","jd_cs_02","Glue","Customer Support Specialist","https://jobs.lever.co/gluegroups/5b779c9a-1593-497e-a157-0f2bba954f7c","public_job_posting","Manage ticket queues, service levels, and escalation paths so urgent issues reach the right internal owners quickly.","cluster_coordination","Core","0.78","0.64","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=cs_01|cs_02|cs_04"
"occ_43_4051_00","jd_cs_03","Circadia Health","Customer Support Representative","https://jobs.lever.co/circadiahealth/fcee14a3-a7de-4f2d-87bb-fd5147aca1cf","public_job_posting","Document recurring issue patterns, build self-service guidance, and feed product or workflow fixes back into the support system.","cluster_documentation","Core","0.74","0.58","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=cs_01|cs_03|cs_04"
"occ_43_4051_00","jd_cs_04","Instructure","Customer Support Engineer","https://jobs.lever.co/instructure/f36ac629-1f3e-4e26-bee5-dae65401669a","public_job_posting","Identify repetitive support failures and implement process or automation improvements that reduce avoidable inbound work.","cluster_qa_review","Core","0.72","0.50","reviewed_for_gap_fill","0.78","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=cs_02|cs_03|cs_04"
"occ_13_1082_00","jd_pm_01","AHEAD","Project Coordinator","https://jobs.lever.co/thinkahead/8ba257fd-b18a-4937-ab13-40ce0a04af39","public_job_posting","Translate project goals into clear workstreams, meeting cadences, task owners, and action tracking across internal and client teams.","cluster_coordination","Core","0.82","0.64","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=pm_01|pm_03|pm_04"
"occ_13_1082_00","jd_pm_02","Apply Digital","Senior Project Manager","https://jobs.lever.co/applydigital/48872d58-ec7b-4e68-abed-1608ee9996d2","public_job_posting","Manage risks, dependencies, and escalations across multiple stakeholders when delivery tradeoffs threaten scope, quality, or timing.","cluster_oversight_strategy","Core","0.84","0.58","reviewed_for_gap_fill","0.82","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=pm_01|pm_02|pm_04"
"occ_13_1082_00","jd_pm_03","Jobgether","Project Coordinator","https://jobs.lever.co/jobgether/cdbe37f4-3564-4cdc-8151-b089cb76b839","public_job_posting","Maintain project systems, reporting, and budget or resource trackers that keep distributed teams aligned on status and next actions.","cluster_workflow_admin","Core","0.76","0.62","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=pm_02|pm_03|pm_04"
"occ_13_1082_00","jd_pm_04","Avalere Health","Project Manager","https://jobs.lever.co/avalerehealth/22f9f7ba-99ba-4f63-9827-4955348e0533","public_job_posting","Turn status, dependencies, and delivery tradeoffs into decision-ready updates for leaders or clients so projects keep moving.","cluster_decision_support","Core","0.78","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=pm_01|pm_02|pm_04"
"occ_13_2011_00","jd_acc_01","Revel Labs","Senior Accountant","https://jobs.lever.co/revellabs/6c64f8f7-1f5c-49a4-b3ee-f6f4f1f7af95","public_job_posting","Own close-related reconciliations, journal entries, and review checkpoints that keep month-end reporting accurate and timely.","cluster_qa_review","Core","0.82","0.62","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=acc_01|acc_03|acc_04"
"occ_13_2011_00","jd_acc_02","AppZen","Senior Accountant","https://jobs.lever.co/appzen/391b2245-3f5a-40de-b0a0-e212cb6c3116","public_job_posting","Partner with cross-functional teams to improve accounting systems, close workflows, and internal controls as the business scales.","cluster_oversight_strategy","Core","0.80","0.54","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=acc_01|acc_02|acc_04"
"occ_13_2011_00","jd_acc_03","DigitalOcean","Senior Accountant II, GL","https://jobs.lever.co/digitalocean/a2f3b34d-7ddb-4c67-8c4a-e26ede801e44","public_job_posting","Prepare audit-ready support, policy documentation, and controls evidence for internal and external review cycles.","cluster_documentation","Core","0.76","0.52","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=acc_01|acc_03|acc_04"
"occ_13_2011_00","jd_acc_04","Medely","Senior Corporate Accountant","https://jobs.lever.co/medely/242fe0a6-aa29-40af-b1e8-bff867b7b0b8","public_job_posting","Analyze unusual transactions, policy edge cases, or control breakdowns and escalate them into accountable financial judgments.","cluster_decision_support","Core","0.80","0.46","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=acc_02|acc_03|acc_04"
"occ_13_1199_00","jd_bo_01","Rillet","Business Operations Associate","https://jobs.lever.co/rillet/c5741970-b3a3-4d67-978a-24ef9d5964a7","public_job_posting","Build recurring operating reports, forecasts, and leadership updates that turn messy business signals into decision-ready summaries.","cluster_decision_support","Core","0.78","0.60","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=bo_01|bo_02|bo_04"
"occ_13_1199_00","jd_bo_02","Camber","Business Operations Analyst, Commercial Strategy","https://jobs.lever.co/camber/3746ff75-5db8-4b86-886a-44de251a0e21","public_job_posting","Design or refine cross-functional processes, tooling, and operating cadences that reduce manual work and make execution scale.","cluster_oversight_strategy","Core","0.80","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=bo_01|bo_02|bo_03"
"occ_13_1199_00","jd_bo_03","Venteur","Technical Operations Specialist","https://jobs.lever.co/venteur/edfc0018-b4b3-4699-b9d4-23b983be754c","public_job_posting","Own vendor, compliance, or internal service workflows that require follow-through across finance, people, and operating teams.","cluster_coordination","Core","0.76","0.62","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=bo_02|bo_03|bo_04"
"occ_13_1199_00","jd_bo_04","Saviynt","Global Entity & Compliance Associate","https://jobs.lever.co/saviynt/6cd6e28d-97bb-42ec-a894-454e16f27aa8","public_job_posting","Identify broken operational workflows and implement automation or control improvements before they create downstream exceptions.","cluster_analysis","Core","0.82","0.52","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=bo_01|bo_03|bo_04"
"occ_23_2011_00","jd_para_01","Parnall Law","Legal Assistant / Paralegal","https://jobs.lever.co/parnalllaw/3a1850f0-8dc9-4224-930f-a75d60752408","public_job_posting","Maintain case-management systems, monitor deadlines, and keep attorneys informed when filings, discovery, or client milestones shift.","cluster_workflow_admin","Core","0.80","0.66","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=para_01|para_02|para_04"
"occ_23_2011_00","jd_para_02","Rivkin Radler","Paralegal - Tax & Trusts","https://jobs.lever.co/rivkinradler/f01ef36a-f1ef-4285-aa4e-2509d4d18122","public_job_posting","Track and organize matter materials, signatures, and supporting records so transactions or filings are execution-ready.","cluster_documentation","Core","0.78","0.62","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=para_01|para_02|para_03"
"occ_23_2011_00","jd_para_03","Parnall Law","Legal Assistant / Paralegal","https://jobs.lever.co/parnalllaw/3a1850f0-8dc9-4224-930f-a75d60752408","public_job_posting","Prepare attorney-ready packets, draft client-facing correspondence, and move routine procedural work forward under supervision.","cluster_drafting","Core","0.78","0.60","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=para_01|para_03|para_04"
"occ_23_2011_00","jd_para_04","NewsBreak","Paralegal / Legal Operations Specialist","https://jobs.lever.co/newsbreak/617a9a6e-8165-44c2-8ca4-7ac4d191c76a","public_job_posting","Coordinate contract lifecycle or legal-operations workflows across attorneys, business stakeholders, and external counterparties.","cluster_coordination","Core","0.76","0.56","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=second_tranche_2026_03|source_refs=para_02|para_03|para_04"
"occ_13_1071_00","jd_hr_01","Instacart","HR Generalist","https://boards.greenhouse.io/instacart/jobs/7592372","public_job_posting","Advise managers and employees on employee relations, compensation, performance, policy, or leave issues while applying HR laws and company processes.","cluster_decision_support","Core","0.82","0.60","reviewed_for_gap_fill","0.82","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=hr_01|hr_02|hr_03"
"occ_13_1071_00","jd_hr_02","Jobgether","Coordinator, People Operations","https://jobs.lever.co/jobgether/569cd860-5d25-4415-867c-b2a749e6a7d9","public_job_posting","Run onboarding, offboarding, payroll, contract, and HRIS record processes that keep employee data and employee transitions accurate.","cluster_workflow_admin","Core","0.80","0.66","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=hr_01|hr_02|hr_03"
"occ_13_1071_00","jd_hr_03","Figma","Business Recruiter","https://boards.greenhouse.io/figma/jobs/5754209004","public_job_posting","Partner with leaders on hiring strategy, candidate pipelines, and full-cycle recruiting for priority roles or organizational changes.","cluster_coordination","Core","0.78","0.58","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=hr_02|hr_03|hr_04"
"occ_13_1071_00","jd_hr_04","Instacart","HR Business Partner II","https://boards.greenhouse.io/instacart/jobs/7617000","public_job_posting","Identify and improve people programs and operating processes using employee feedback, business needs, and legal or policy requirements.","cluster_oversight_strategy","Core","0.78","0.52","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=hr_01|hr_02|hr_04"
"occ_13_1151_00","jd_td_01","Veeva Systems","Technical Curriculum Developer - Enterprise Software","https://jobs.lever.co/veeva/41ba9c5b-0730-4eaa-a68a-00d640740321","public_job_posting","Translate complex product or process changes into curriculum, courseware, and learning paths for different learner personas.","cluster_drafting","Core","0.80","0.58","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=td_01|td_02|td_03"
"occ_13_1151_00","jd_td_02","Veeva Systems","eLearning Curriculum Developer - Veeva Safety","https://jobs.lever.co/veeva/8ade6d2a-befa-465c-8ef7-e5f7080a5ed1","public_job_posting","Build hands-on labs, simulations, eLearning modules, and instructor-led materials that let users practice real workflows.","cluster_documentation","Core","0.78","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=td_01|td_02|td_03"
"occ_13_1151_00","jd_td_03","Jobgether","Instructional Designer","https://jobs.lever.co/jobgether/2a2da551-f44f-46ec-8871-20675f959c29","public_job_posting","Coordinate with product, engineering, customer success, or enablement leaders to validate training accuracy and release readiness.","cluster_coordination","Core","0.76","0.54","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=td_01|td_03|td_04"
"occ_13_1151_00","jd_td_04","Aircall","Team Lead, Product Enablement & Education","https://jobs.lever.co/aircall/7b2d4b68-c277-4bd8-88cf-1595959c3724","public_job_posting","Measure training effectiveness with feedback, assessments, and adoption metrics, then update programs and materials accordingly.","cluster_analysis","Core","0.74","0.48","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=td_01|td_03|td_04"
"occ_13_1161_00","jd_mk_01","FreedomPay","Marketing Analyst","https://jobs.lever.co/freedompay/d4e76479-f3c4-439e-8dfb-e43be45baa2e","public_job_posting","Build marketing performance, attribution, and funnel reporting that turns campaign and GTM data into decision-ready insights.","cluster_analysis","Core","0.82","0.60","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=mk_01|mk_02|mk_03"
"occ_13_1161_00","jd_mk_02","Brex","Senior Marketing Operations Manager, B2B Sales","https://boards.greenhouse.io/brex/jobs/8380680002","public_job_posting","Own marketing automation, CRM workflows, and data hygiene so campaigns, segmentation, and reporting run reliably.","cluster_workflow_admin","Core","0.80","0.58","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=mk_01|mk_02|mk_04"
"occ_13_1161_00","jd_mk_03","Instacart","Senior Marketing Analyst (Multiple Levels)","https://boards.greenhouse.io/instacart/jobs/7562845","public_job_posting","Coordinate lifecycle, lead-management, and sales handoff processes across marketing, sales, and product teams.","cluster_coordination","Core","0.78","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=mk_02|mk_03|mk_04"
"occ_13_1161_00","jd_mk_04","Samsara","Marketing Operations Manager","https://boards.greenhouse.io/samsara/jobs/7681215","public_job_posting","Use testing results and market signals to recommend audience, messaging, or spend-allocation changes.","cluster_decision_support","Core","0.78","0.50","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=mk_01|mk_03|mk_04"
"occ_15_1211_00","jd_sa_01","Aircall","Senior / Staff Business Systems Analyst","https://jobs.lever.co/aircall/cad56454-52d0-41e0-84c0-ad043bc50e6d","public_job_posting","Map business processes and translate stakeholder requirements into system designs, configurations, and implementation plans.","cluster_decision_support","Core","0.82","0.60","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=sa_01|sa_02|sa_03"
"occ_15_1211_00","jd_sa_02","Instacart","Business Systems Analyst II - Order to Cash (O2C)","https://boards.greenhouse.io/instacart/jobs/7697668","public_job_posting","Lead integrations, data-quality fixes, and workflow automation across enterprise or GTM systems.","cluster_oversight_strategy","Core","0.80","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=sa_01|sa_02|sa_04"
"occ_15_1211_00","jd_sa_03","Veeva Systems","Business Systems Analyst - HR Apps","https://jobs.lever.co/veeva/db4d0eef-f29c-4b96-8c8f-8e45f82c872c","public_job_posting","Run testing, release validation, and issue triage so system changes land correctly in live operations.","cluster_qa_review","Core","0.78","0.54","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=sa_01|sa_02|sa_03"
"occ_15_1211_00","jd_sa_04","Jobgether","Senior Systems Analyst (Remote)","https://jobs.lever.co/jobgether/1f47207a-32fd-4532-b24e-e5d752de5fee","public_job_posting","Maintain system documentation, change-management materials, and user training for adopted workflows.","cluster_documentation","Core","0.74","0.50","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=sa_02|sa_03|sa_04"
"occ_15_1252_00","jd_sd_01","Valence","Senior Software Engineer, Full Stack","https://jobs.lever.co/valence/7354cba0-cf12-49b1-9e02-9be2670b0aec","public_job_posting","Architect and build end-to-end product features spanning backend services, APIs, integrations, and user interfaces.","cluster_drafting","Core","0.84","0.62","reviewed_for_gap_fill","0.82","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=sd_01|sd_02|sd_03"
"occ_15_1252_00","jd_sd_02","Brex","Software Engineer II, Activation","https://boards.greenhouse.io/brex/jobs/8340253002","public_job_posting","Own testing, deployment, observability, and production debugging so new code remains reliable after release.","cluster_qa_review","Core","0.82","0.58","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=sd_01|sd_02|sd_04"
"occ_15_1252_00","jd_sd_03","NewsBreak","Software Engineer, Web","https://boards.greenhouse.io/newsbreak/jobs/4639827006","public_job_posting","Work with product, design, data, and infrastructure partners to scope problems and deliver usable solutions.","cluster_coordination","Core","0.78","0.60","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=sd_01|sd_03|sd_04"
"occ_15_1252_00","jd_sd_04","Equativ","Backend Engineer (Golang)","https://jobs.lever.co/equativ/492f8917-fd29-46ab-b47c-e60873fd53a9","public_job_posting","Shape engineering standards, CI/CD automation, performance, security, and technical roadmap as systems scale.","cluster_oversight_strategy","Core","0.80","0.50","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=third_tranche_2026_03|source_refs=sd_01|sd_02|sd_04"
"occ_11_1021_00","jd_gm_01","Samsara","Business Operations Manager - GTM","https://boards.greenhouse.io/samsara/jobs/7271233","public_job_posting","Own cross-functional operating programs from problem definition through execution, with milestones, operating cadences, and escalation paths.","cluster_coordination","Core","0.82","0.62","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=gm_01|gm_02|gm_04"
"occ_11_1021_00","jd_gm_02","Figma","Operations Program Manager","https://boards.greenhouse.io/figma/jobs/5801730004","public_job_posting","Define success metrics, risks, and process or tooling improvements that let operations scale without losing quality.","cluster_oversight_strategy","Core","0.80","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=gm_01|gm_02|gm_03"
"occ_11_1021_00","jd_gm_03","NewsBreak","Ad Revenue Operations Lead","https://boards.greenhouse.io/newsbreak/jobs/4649186006","public_job_posting","Manage budget-linked operational workflows such as billing, collections, reconciliations, and handoffs between operations and finance.","cluster_workflow_admin","Core","0.78","0.60","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=gm_01|gm_03|gm_04"
"occ_11_1021_00","jd_gm_04","Discord","Workplace Operations Program Manager","https://boards.greenhouse.io/discord/jobs/8428843002","public_job_posting","Drive policy updates, vendor management, and change adoption so day-to-day operations remain reliable and employee-facing services improve over time.","cluster_decision_support","Core","0.78","0.52","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=gm_02|gm_03|gm_04"
"occ_13_2051_00","jd_fa_01","Instacart","Finance Analyst (Strategic Finance - Ads)","https://boards.greenhouse.io/instacart/jobs/7624684","public_job_posting","Build and maintain driver-based revenue or spend forecasts that connect operating assumptions to financial outcomes.","cluster_analysis","Core","0.82","0.62","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=fa_01|fa_02|fa_04"
"occ_13_2051_00","jd_fa_02","Instacart","Financial Analyst II — Strategic Finance (Fulfillment)","https://boards.greenhouse.io/instacart/jobs/7630211","public_job_posting","Turn operational trends into scenario analyses and executive-ready narratives that guide resourcing and investment choices.","cluster_decision_support","Core","0.80","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=fa_01|fa_02|fa_03"
"occ_13_2051_00","jd_fa_03","Discord","Senior Financial Analyst","https://boards.greenhouse.io/discord/jobs/8335879002","public_job_posting","Partner with finance, accounting, product, and talent teams on headcount planning, expense forecasting, and resource allocation.","cluster_coordination","Core","0.78","0.58","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=fa_02|fa_03|fa_04"
