"occupation_id","source_ref","employer_name","job_title","source_url","source_kind","review_status","notes"
"occ_27_3042_00","tw_02","Kizen","Senior Technical Writer","https://boards.greenhouse.io/embed/job_app?token=4673042008","public_job_posting","reviewed_for_gap_fill","supports_api_guides_release_notes_and_developer_needs"
"occ_27_3042_00","tw_03","Linda Werner & Associates","API Technical Writer V","https://boards.greenhouse.io/embed/job_app?token=4885968008","public_job_posting","reviewed_for_gap_fill","supports_code_samples_tutorials_and_developer_research"
"occ_27_3042_00","tw_04","Veeva Systems","Technical Writer","https://jobs.lever.co/veeva/19c6b0c9-1bc9-4640-91b7-d429bf26df85","public_job_posting","reviewed_for_gap_fill","supports_release_feature_tracking_and_revision_loops"
"occ_27_3042_00","tw_05","Tanium","Senior Technical Writer","https://boards.greenhouse.io/embed/job_app?for=tanium&token=7024800","public_job_posting","reviewed_for_gap_fill","supports_style_standards_information_architecture_and_cross_contributor_editing"
"occ_41_3091_00","sr_01","Skillshare","Account Executive (Contract)","https://jobs.lever.co/skillshare/72e03f44-03ae-40cc-adc0-84832d2dfdfc","public_job_posting","reviewed_for_gap_fill","supports_full_cycle_discovery_prospecting_and_solution_fit"
"occ_41_3091_00","sr_02","FloQast","Account Executive, Enterprise Accounts","https://jobs.lever.co/floqast/46fe0359-9db0-4af1-9531-b41c5c29f473","public_job_posting","reviewed_for_gap_fill","supports_internal_orchestration_and_post_sale_handoff"
"occ_41_3091_00","sr_03","A.Team","Enterprise Account Executive","https://jobs.lever.co/a/07defe7a-bf3e-4bf9-acc5-f5802b2e37a5","public_job_posting","reviewed_for_gap_fill","supports_multi_stakeholder_discovery_and_complex_deal_navigation"
"occ_41_3091_00","sr_04","Octopus Deploy","Enterprise Growth Account Executive","https://jobs.lever.co/octopus/33eb4717-6588-497c-a24a-dbe2e1a05b48","public_job_posting","reviewed_for_gap_fill","supports_pipeline_forecast_and_multi_threaded_relationship_work"
"occ_41_3091_00","sr_05","H1","Enterprise Account Executive","https://jobs.lever.co/h1/60e7b3d3-c402-45b1-a590-9a7d649dba6b","public_job_posting","reviewed_for_gap_fill","supports_end_to_end_sales_process_and_expansion_work"
"occ_13_1082_00","pm_01","Apply Digital","Senior Project Manager","https://jobs.lever.co/applydigital/48872d58-ec7b-4e68-abed-1608ee9996d2","public_job_posting","reviewed_for_gap_fill","supports_risk_escalation_and_complex_delivery_management"
"occ_13_1082_00","pm_02","Avalere Health","Project Manager","https://jobs.lever.co/avalerehealth/22f9f7ba-99ba-4f63-9827-4955348e0533","public_job_posting","reviewed_for_gap_fill","supports_client_facing_status_tradeoffs_and_project_direction"
"occ_13_1082_00","pm_03","AHEAD","Project Coordinator","https://jobs.lever.co/thinkahead/8ba257fd-b18a-4937-ab13-40ce0a04af39","public_job_posting","reviewed_for_gap_fill","supports_task_tracking_cadence_and_cross_team_follow_through"
"occ_13_1082_00","pm_04","Jobgether","Project Coordinator","https://jobs.lever.co/jobgether/cdbe37f4-3564-4cdc-8151-b089cb76b839","public_job_posting","reviewed_for_gap_fill","supports_project_systems_reporting_and_resource_visibility"
"occ_13_1199_00","bo_01","Rillet","Business Operations Associate","https://jobs.lever.co/rillet/c5741970-b3a3-4d67-978a-24ef9d5964a7","public_job_posting","reviewed_for_gap_fill","supports_reporting_forecasts_and_operating_reviews"
"occ_13_1199_00","bo_02","Camber","Business Operations Analyst, Commercial Strategy","https://jobs.lever.co/camber/3746ff75-5db8-4b86-886a-44de251a0e21","public_job_posting","reviewed_for_gap_fill","supports_cross_functional_process_design_and_scale"
"occ_13_1199_00","bo_03","Venteur","Technical Operations Specialist","https://jobs.lever.co/venteur/edfc0018-b4b3-4699-b9d4-23b983be754c","public_job_posting","reviewed_for_gap_fill","supports_vendor_and_internal_service_workflows"
"occ_13_1199_00","bo_04","Saviynt","Global Entity & Compliance Associate","https://jobs.lever.co/saviynt/6cd6e28d-97bb-42ec-a894-454e16f27aa8","public_job_posting","reviewed_for_gap_fill","supports_automation_and_control_improvements"
"occ_43_4051_00","cs_01","Glue","Customer Support Specialist","https://jobs.lever.co/gluegroups/5b779c9a-1593-497e-a157-0f2bba954f7c","public_job_posting","reviewed_for_gap_fill","supports_ticket_triage_and_support_process_design"
"occ_43_4051_00","cs_02","WeSalute","Customer Support Representative","https://jobs.lever.co/WeSalute/5b6cdb4e-049e-48a2-b9d1-eaa0e53556df","public_job_posting","reviewed_for_gap_fill","supports_multi_channel_customer_resolution"
"occ_43_4051_00","cs_03","Circadia Health","Customer Support Representative","https://jobs.lever.co/circadiahealth/fcee14a3-a7de-4f2d-87bb-fd5147aca1cf","public_job_posting","reviewed_for_gap_fill","supports_knowledge_capture_and_recurring_issue_feedback"
"occ_43_4051_00","cs_04","Instructure","Customer Support Engineer","https://jobs.lever.co/instructure/f36ac629-1f3e-4e26-bee5-dae65401669a","public_job_posting","reviewed_for_gap_fill","supports_technical_troubleshooting_and_support_automation"
"occ_13_2011_00","acc_01","Revel Labs","Senior Accountant","https://jobs.lever.co/revellabs/6c64f8f7-1f5c-49a4-b3ee-f6f4f1f7af95","public_job_posting","reviewed_for_gap_fill","supports_close_reconciliations_and_accuracy_review"
"occ_13_2011_00","acc_02","AppZen","Senior Accountant","https://jobs.lever.co/appzen/391b2245-3f5a-40de-b0a0-e212cb6c3116","public_job_posting","reviewed_for_gap_fill","supports_system_improvement_and_control_design"
"occ_13_2011_00","acc_03","DigitalOcean","Senior Accountant II, GL","https://jobs.lever.co/digitalocean/a2f3b34d-7ddb-4c67-8c4a-e26ede801e44","public_job_posting","reviewed_for_gap_fill","supports_audit_readiness_and_policy_documentation"
"occ_13_2011_00","acc_04","Medely","Senior Corporate Accountant","https://jobs.lever.co/medely/242fe0a6-aa29-40af-b1e8-bff867b7b0b8","public_job_posting","reviewed_for_gap_fill","supports_unusual_transaction_review_and_escalation"
"occ_23_2011_00","para_01","Rivkin Radler","Paralegal - Tax & Trusts","https://jobs.lever.co/rivkinradler/f01ef36a-f1ef-4285-aa4e-2509d4d18122","public_job_posting","reviewed_for_gap_fill","supports_deadline_tracking_and_matter_systems"
"occ_23_2011_00","para_02","Parnall Law","Legal Assistant / Paralegal","https://jobs.lever.co/parnalllaw/3a1850f0-8dc9-4224-930f-a75d60752408","public_job_posting","reviewed_for_gap_fill","supports_client_packets_and_case_execution_readiness"
"occ_23_2011_00","para_03","NewsBreak","Paralegal / Legal Operations Specialist","https://jobs.lever.co/newsbreak/617a9a6e-8165-44c2-8ca4-7ac4d191c76a","public_job_posting","reviewed_for_gap_fill","supports_legal_ops_and_contract_lifecycle_coordination"
"occ_23_2011_00","para_04","Agile Legal","Paralegal","https://jobs.lever.co/agilelegal/7e0c5e23-f620-4124-a4bf-319963dbf3f8","public_job_posting","reviewed_for_gap_fill","supports_document_preparation_and_legal_support_execution"
"occ_13_1071_00","hr_01","Instacart","HR Generalist","https://boards.greenhouse.io/instacart/jobs/7592372","public_job_posting","reviewed_for_gap_fill","supports_employee_relations_manager_coaching_and_hr_policy_application"
"occ_13_1071_00","hr_02","Jobgether","Coordinator, People Operations","https://jobs.lever.co/jobgether/569cd860-5d25-4415-867c-b2a749e6a7d9","public_job_posting","reviewed_for_gap_fill","supports_hr_operations_onboarding_offboarding_and_hris_maintenance"
"occ_13_1071_00","hr_03","Figma","Business Recruiter","https://boards.greenhouse.io/figma/jobs/5754209004","public_job_posting","reviewed_for_gap_fill","supports_full_cycle_hiring_strategy_and_pipeline_management"
"occ_13_1071_00","hr_04","Instacart","HR Business Partner II","https://boards.greenhouse.io/instacart/jobs/7617000","public_job_posting","reviewed_for_gap_fill","supports_people_strategy_org_change_and_program_design"
"occ_13_1151_00","td_01","Veeva Systems","Technical Curriculum Developer - Enterprise Software","https://jobs.lever.co/veeva/41ba9c5b-0730-4eaa-a68a-00d640740321","public_job_posting","reviewed_for_gap_fill","supports_curriculum_design_for_technical_saas_users"
"occ_13_1151_00","td_02","Veeva Systems","eLearning Curriculum Developer - Veeva Safety","https://jobs.lever.co/veeva/8ade6d2a-befa-465c-8ef7-e5f7080a5ed1","public_job_posting","reviewed_for_gap_fill","supports_elearning_modules_simulations_and_assessment_design"
"occ_13_1151_00","td_03","Jobgether","Instructional Designer","https://jobs.lever.co/jobgether/2a2da551-f44f-46ec-8871-20675f959c29","public_job_posting","reviewed_for_gap_fill","supports_instructional_design_release_readiness_and_learning_experience_buildout"
"occ_13_1151_00","td_04","Aircall","Team Lead, Product Enablement & Education","https://jobs.lever.co/aircall/7b2d4b68-c277-4bd8-88cf-1595959c3724","public_job_posting","reviewed_for_gap_fill","supports_enablement_program_measurement_and_update_cycles"
"occ_13_1161_00","mk_01","FreedomPay","Marketing Analyst","https://jobs.lever.co/freedompay/d4e76479-f3c4-439e-8dfb-e43be45baa2e","public_job_posting","reviewed_for_gap_fill","supports_marketing_performance_reporting_and_campaign_analysis"
"occ_13_1161_00","mk_02","Brex","Senior Marketing Operations Manager, B2B Sales","https://boards.greenhouse.io/brex/jobs/8380680002","public_job_posting","reviewed_for_gap_fill","supports_marketing_operations_data_governance_and_b2b_funnel_execution"
"occ_13_1161_00","mk_03","Instacart","Senior Marketing Analyst (Multiple Levels)","https://boards.greenhouse.io/instacart/jobs/7562845","public_job_posting","reviewed_for_gap_fill","supports_lifecycle_and_growth_marketing_analysis"
"occ_13_1161_00","mk_04","Samsara","Marketing Operations Manager","https://boards.greenhouse.io/samsara/jobs/7681215","public_job_posting","reviewed_for_gap_fill","supports_marketing_workflow_automation_and_process_scaling"
"occ_15_1211_00","sa_01","Aircall","Senior / Staff Business Systems Analyst","https://jobs.lever.co/aircall/cad56454-52d0-41e0-84c0-ad043bc50e6d","public_job_posting","reviewed_for_gap_fill","supports_gtm_systems_optimization_integrations_and_data_quality"
"occ_15_1211_00","sa_02","Instacart","Business Systems Analyst II - Order to Cash (O2C)","https://boards.greenhouse.io/instacart/jobs/7697668","public_job_posting","reviewed_for_gap_fill","supports_order_to_cash_process_translation_and_system_change_delivery"
"occ_15_1211_00","sa_03","Veeva Systems","Business Systems Analyst - HR Apps","https://jobs.lever.co/veeva/db4d0eef-f29c-4b96-8c8f-8e45f82c872c","public_job_posting","reviewed_for_gap_fill","supports_hr_applications_release_testing_and_adoption"
"occ_15_1211_00","sa_04","Jobgether","Senior Systems Analyst (Remote)","https://jobs.lever.co/jobgether/1f47207a-32fd-4532-b24e-e5d752de5fee","public_job_posting","reviewed_for_gap_fill","supports_change_management_user_enablement_and_system_documentation"
"occ_15_1252_00","sd_01","Valence","Senior Software Engineer, Full Stack","https://jobs.lever.co/valence/7354cba0-cf12-49b1-9e02-9be2670b0aec","public_job_posting","reviewed_for_gap_fill","supports_full_stack_architecture_llm_integration_and_product_delivery"
"occ_15_1252_00","sd_02","Brex","Software Engineer II, Activation","https://boards.greenhouse.io/brex/jobs/8340253002","public_job_posting","reviewed_for_gap_fill","supports_production_delivery_activation_workflows_and_operational_reliability"
"occ_15_1252_00","sd_03","NewsBreak","Software Engineer, Web","https://boards.greenhouse.io/newsbreak/jobs/4639827006","public_job_posting","reviewed_for_gap_fill","supports_cross_functional_product_delivery_and_web_application_buildout"
"occ_15_1252_00","sd_04","Equativ","Backend Engineer (Golang)","https://jobs.lever.co/equativ/492f8917-fd29-46ab-b47c-e60873fd53a9","public_job_posting","reviewed_for_gap_fill","supports_backend_service_scaling_engineering_standards_and_system_reliability"
"occ_11_1021_00","gm_01","Samsara","Business Operations Manager - GTM","https://boards.greenhouse.io/samsara/jobs/7271233","public_job_posting","reviewed_for_gap_fill","supports_cross_functional_operating_rhythms_and_sales_efficiency_programs"
"occ_11_1021_00","gm_02","Figma","Operations Program Manager","https://boards.greenhouse.io/figma/jobs/5801730004","public_job_posting","reviewed_for_gap_fill","supports_support_operations_tooling_process_improvement_and_scale"
"occ_11_1021_00","gm_03","NewsBreak","Ad Revenue Operations Lead","https://boards.greenhouse.io/newsbreak/jobs/4649186006","public_job_posting","reviewed_for_gap_fill","supports_revenue_operations_finance_handoffs_and_workflow_automation"
"occ_11_1021_00","gm_04","Discord","Workplace Operations Program Manager","https://boards.greenhouse.io/discord/jobs/8428843002","public_job_posting","reviewed_for_gap_fill","supports_vendor_management_policy_iteration_and_employee_service_operations"
"occ_13_2051_00","fa_01","Instacart","Finance Analyst (Strategic Finance - Ads)","https://boards.greenhouse.io/instacart/jobs/7624684","public_job_posting","reviewed_for_gap_fill","supports_driver_based_revenue_forecasting_and_exec_readouts"
"occ_13_2051_00","fa_02","Instacart","Financial Analyst II — Strategic Finance (Fulfillment)","https://boards.greenhouse.io/instacart/jobs/7630211","public_job_posting","reviewed_for_gap_fill","supports_operational_finance_modeling_resource_allocation_and_scenario_analysis"
"occ_13_2051_00","fa_03","Discord","Senior Financial Analyst","https://boards.greenhouse.io/discord/jobs/8335879002","public_job_posting","reviewed_for_gap_fill","supports_headcount_planning_forecasting_and_financial_process_scaling"
"occ_13_2051_00","fa_04","Figma","Strategic Finance","https://boards.greenhouse.io/figma/jobs/5792631004","public_job_posting","reviewed_for_gap_fill","supports_budgeting_topline_close_and_growth_lever_analysis"
"occ_15_2031_00","or_01","Instacart","Sr. Decision Scientist, Platform Excellence Ops Analytics","https://boards.greenhouse.io/instacart/jobs/7597008","public_job_posting","reviewed_for_gap_fill","supports_optimization_and_quality_improvement_via_advanced_operational_modeling"
"occ_15_2031_00","or_02","Instacart","Product Analytics (Strategy and Analytics) – Category Growth & Shopping Marketplace, Core Experience","https://boards.greenhouse.io/instacart/jobs/7562857","public_job_posting","reviewed_for_gap_fill","supports_metric_design_measurement_plans_and_growth_decision_support"
"occ_15_2031_00","or_03","Affirm","Analyst II, Quantitative Modeling & Forecasting","https://boards.greenhouse.io/affirm/jobs/7631911003","public_job_posting","reviewed_for_gap_fill","supports_forecasting_model_design_and_ai_integrated_decision_systems"
"occ_15_2031_00","or_04","Samsara","Sales Operations Analyst","https://boards.greenhouse.io/samsara/jobs/7584414","public_job_posting","reviewed_for_gap_fill","supports_scalable_data_models_automation_and_quota_analytics"
"occ_15_1254_00","wd_01","NewsBreak","Software Engineer, Web","https://boards.greenhouse.io/newsbreak/jobs/4639827006","public_job_posting","reviewed_for_gap_fill","supports_flagship_web_ownership_h5_experiences_and_web_infrastructure"
"occ_15_1254_00","wd_02","Discord","Senior Software Engineer - Web Platform","https://boards.greenhouse.io/discord/jobs/8399456002","public_job_posting","reviewed_for_gap_fill","supports_web_platform_tooling_build_systems_and_frontend_reliability"
"occ_15_1254_00","wd_03","Figma","Manager, Web Development","https://boards.greenhouse.io/figma/jobs/5802947004","public_job_posting","reviewed_for_gap_fill","supports_web_platform_strategy_cross_site_standards_and_vendor_coordination"
"occ_15_1254_00","wd_04","Brex","Software Engineer II, Frontend","https://boards.greenhouse.io/brex/jobs/8310523002","public_job_posting","reviewed_for_gap_fill","supports_frontend_product_delivery_and_long_term_technical_vision"
"occ_27_1024_00","gd_01","Superside","Brand Designer","https://jobs.lever.co/superside/848804a3-30a4-4d8e-b874-2d4876ffd2d6","public_job_posting","reviewed_for_gap_fill","supports_brand_campaign_visuals_and_fast_turn_creative_execution"
"occ_27_1024_00","gd_02","Brex","Senior Brand Designer","https://boards.greenhouse.io/brex/jobs/8393510002","public_job_posting","reviewed_for_gap_fill","supports_category_defining_brand_work_across_collateral_web_and_campaigns"
"occ_27_1024_00","gd_03","Discord","Senior Product Creative Illustrator","https://boards.greenhouse.io/discord/jobs/8404566002","public_job_posting","reviewed_for_gap_fill","supports_visual_systems_iconography_and_product_graphics"
"occ_27_1024_00","gd_04","Samsara","Communications Designer","https://boards.greenhouse.io/samsara/jobs/7550382","public_job_posting","reviewed_for_gap_fill","supports_visual_storytelling_for_exec_presentations_and_high_stakes_communications"
"occ_27_3043_00","wa_01","Superside","Conceptual Copywriter","https://jobs.lever.co/superside/6bd888e0-f3fb-4b1a-ab11-f236459caa00","public_job_posting","reviewed_for_gap_fill","supports_campaign_copy_and_complex_message_translation"
"occ_27_3043_00","wa_02","Riot Games","Principal UX Writer - Riftbound","https://boards.greenhouse.io/riotgames/jobs/7522039","public_job_posting","reviewed_for_gap_fill","supports_player_facing_text_editorial_systems_and_ux_clarity"
"occ_27_3043_00","wa_03","Figma","Web Content Strategist","https://boards.greenhouse.io/figma/jobs/5736009004","public_job_posting","reviewed_for_gap_fill","supports_information_architecture_user_journeys_and_content_strategy"
"occ_27_3043_00","wa_04","Instacart","Staff Content Designer - Model Design","https://boards.greenhouse.io/instacart/jobs/7571335","public_job_posting","reviewed_for_gap_fill","supports_content_systems_cross_functional_review_and_model_experience_copy"
"occ_41_3011_00","as_01","Brex","Enterprise Account Executive","https://boards.greenhouse.io/brex/jobs/7814866002","public_job_posting","reviewed_for_gap_fill","supports_enterprise_pipeline_generation_and_new_logo_acquisition"
"occ_41_3011_00","as_02","Figma","Account Executive, Enterprise","https://boards.greenhouse.io/figma/jobs/5426468004","public_job_posting","reviewed_for_gap_fill","supports_executive_value_selling_and_account_planning"
"occ_41_3011_00","as_03","Discord","Account Executive - Tech & Telco","https://boards.greenhouse.io/discord/jobs/8433948002","public_job_posting","reviewed_for_gap_fill","supports_advertising_solution_sales_and_market_feedback_loops"
"occ_41_3011_00","as_04","Samsara","Core Enterprise Account Executive EST/CST - Remote","https://boards.greenhouse.io/samsara/jobs/5979842","public_job_posting","reviewed_for_gap_fill","supports_multistakeholder_trials_negotiations_and_long_cycle_enterprise_sales"
"occ_13_1041_00","co_01","Anduril","Compliance Program Manager","https://boards.greenhouse.io/andurilindustries/jobs/5050610007","public_job_posting","reviewed_for_gap_fill","supports_audit_readiness_regulatory_liaison_and_compliance_execution"
"occ_13_1041_00","co_02","Toast","Compliance Manager, Consumer Protection & AI","https://boards.greenhouse.io/toast/jobs/7568218","public_job_posting","reviewed_for_gap_fill","supports_policy_training_complaint_management_and_ai_compliance_controls"
"occ_13_1041_00","co_03","Optiver","Macro Markets Compliance Officer","https://boards.greenhouse.io/optiverus/jobs/8396461002","public_job_posting","reviewed_for_gap_fill","supports_day_to_day_advisory_work_new_activity_review_and_market_conduct_oversight"
"occ_13_1041_00","co_04","Instacart","Program Manager, Compliance Program","https://boards.greenhouse.io/instacart/jobs/7555674","public_job_posting","reviewed_for_gap_fill","supports_end_to_end_compliance_delivery_monitoring_and_cross_functional_execution"
"occ_13_1081_00","log_01","Anduril","Logistics Program Manager","https://boards.greenhouse.io/andurilindustries/jobs/5014328007","public_job_posting","reviewed_for_gap_fill","supports_forward_reverse_and_deployment_logistics_for_fielded_systems"
"occ_13_1081_00","log_02","Revance","Sr. Logistics Analyst","https://boards.greenhouse.io/revance/jobs/8391173002","public_job_posting","reviewed_for_gap_fill","supports_transportation_kpis_cost_analysis_budgeting_and_carrier_coordination"
"occ_13_1081_00","log_03","Revance","Buyer/Planner","https://boards.greenhouse.io/revance/jobs/8436575002","public_job_posting","reviewed_for_gap_fill","supports_master_scheduling_purchase_orders_inventory_turns_and_supply_continuity"
"occ_13_1081_00","log_04","Waymo","Strategic Sourcing Manager, Electronic Components","https://boards.greenhouse.io/waymo/jobs/7435582","public_job_posting","reviewed_for_gap_fill","supports_supplier_strategy_negotiation_tco_and_cross_functional_supply_risk_management"
"occ_17_2072_00","ee_01","Anduril","Electrical Engineer","https://boards.greenhouse.io/andurilindustries/jobs/5036342007","public_job_posting","reviewed_for_gap_fill","supports_full_cycle_pcb_power_and_hardware_design_for_deployed_systems"
"occ_17_2072_00","ee_02","Anduril","Electrical Engineer, Avionics Design","https://boards.greenhouse.io/andurilindustries/jobs/5059872007","public_job_posting","reviewed_for_gap_fill","supports_avionics_architecture_component_selection_and_system_integration"
"occ_17_2072_00","ee_03","Aurora","Senior Electrical Engineer","https://boards.greenhouse.io/aurorainnovation/jobs/8232117002","public_job_posting","reviewed_for_gap_fill","supports_requirements_architecture_validation_and_productization_of_electronic_systems"
"occ_17_2072_00","ee_04","Anduril","Electrical Engineer III, Manufacturing Test","https://boards.greenhouse.io/andurilindustries/jobs/4988611007","public_job_posting","reviewed_for_gap_fill","supports_test_automation_fixtures_data_acquisition_and_factory_throughput_analytics"
"occ_17_2141_00","me_01","Waymo","Mechanical Engineer, Vehicle Engineering","https://boards.greenhouse.io/waymo/jobs/7409556","public_job_posting","reviewed_for_gap_fill","supports_vehicle_structures_trim_and_cross_platform_mechanical_integration"
"occ_17_2141_00","me_02","Anduril","Electro-Mechanical Engineer, R&D","https://boards.greenhouse.io/andurilindustries/jobs/4924593007","public_job_posting","reviewed_for_gap_fill","supports_trade_studies_concept_evaluation_and_vendor_collaboration_for_new_hardware"
"occ_17_2141_00","me_03","Anduril","Electro-Mechanical Engineer, PCBs/Motor Controls","https://boards.greenhouse.io/andurilindustries/jobs/4833637007","public_job_posting","reviewed_for_gap_fill","supports_prototype_builds_design_reviews_testing_and_transition_to_production"
"occ_17_2141_00","me_04","Anduril","Mechanical Engineer, Drones","https://boards.greenhouse.io/andurilindustries/jobs/5010190007","public_job_posting","reviewed_for_gap_fill","supports_mechanical_subsystem_ownership_for_batteries_structures_and_payload_integration"
"occ_27_3023_00","jr_01","CloudWalk","Journalist / AI Trainer","https://jobs.lever.co/cloudwalk/5e5304cb-b199-4789-92d9-7e85afa82522","public_job_posting","reviewed_for_gap_fill","supports_reporting_researching_and_structuring_timely_public_narratives"
"occ_27_3023_00","jr_02","Jobgether","AI Writer and Journalist","https://jobs.lever.co/jobgether/040f7d3a-16c0-4907-bbda-cc54e8069871","public_job_posting","reviewed_for_gap_fill","supports_fact_pattern_synthesis_clear_explanatory_writing_and_ai_supported_reporting_workflows"
"occ_27_3023_00","jr_03","The Athletic","Live Reporter, NFL","https://jobs.lever.co/theathletic/4c374b4a-5581-4b98-aa50-8d6f0d28b1c6","public_job_posting","reviewed_for_gap_fill","supports_live_reporting_deadline_driven_updates_and_audience_relevant_story_prioritization"
"occ_27_3023_00","jr_04","The Free Press","Senior Investigative Reporter","https://jobs.lever.co/thefp/84d2e90a-b241-4d6e-974e-a77a576989ee","public_job_posting","reviewed_for_gap_fill","supports_deep_source_development_investigations_and_editorial_collaboration"
"occ_27_3031_00","pr_01","Attentive","Senior Communications Manager","https://jobs.lever.co/attentive/bb33dc7e-6da4-4adc-af97-8bc1f8644fec","public_job_posting","reviewed_for_gap_fill","supports_company_messaging_media_strategy_and_executive_communications"
"occ_27_3031_00","pr_02","Inkitt","Public Relations Manager","https://jobs.lever.co/inkitt/681e30d0-b3c8-42ba-9b28-be4e8fad2dcd","public_job_posting","reviewed_for_gap_fill","supports_press_management_launch_comms_and_spokesperson_coordination"
"occ_27_3031_00","pr_03","AHEAD","Public Relations Manager","https://jobs.lever.co/thinkahead/b7e643e4-d7d5-4b20-94d1-4d49e53759d4","public_job_posting","reviewed_for_gap_fill","supports_media_monitoring_issue_response_and_reputation_risk_management"
"occ_27_3031_00","pr_04","VeSync","Senior Public Relations Manager","https://jobs.lever.co/vesync/17ebce14-8878-45c3-9a5b-2c11fd35a664","public_job_posting","reviewed_for_gap_fill","supports_cross_functional_campaigns_product_launches_and_leadership_alignment"
"occ_27_3041_00","ed_01","Future of Life","Editor","https://jobs.lever.co/futureof-life/c7e0c1ee-5aaa-473e-9d18-ba316b6f9d81","public_job_posting","reviewed_for_gap_fill","supports_story_commissioning_structural_editing_and_editorial_package_development"
"occ_27_3041_00","ed_02","The Free Press","Senior Editor","https://api.lever.co/v0/postings/thefp/8841a5dd-f92f-4b50-bb4c-e7d1c91d6aa4?mode=json","public_job_posting","reviewed_for_gap_fill","supports_structural_line_and_copy_editing_with_high_editorial_standards"
"occ_27_3041_00","ed_03","AFAR","Senior Editor, Editorial","https://jobs.lever.co/AfarMedia/19c9e3ab-8aff-48d2-8588-4c18b373fc16","public_job_posting","reviewed_for_gap_fill","supports_editorial_calendar_management_package_prioritization_and_assignment_flow"
