task_name,feedback_loop,directive,task_iteration,validation,learning,filtered
"analyze a script, noting events that affect each character's appearance, so that plans can be made for each scene.",0.0,0.26229508196721313,0.16393442622950818,0.0,0.3524590163934426,0.22131147540983606
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,0.0,0.34615384615384615,0.3076923076923077,0.0,0.22115384615384615,0.125
"analyze and characterize user experiences and institutional settings to assist consumer product developers, technology developers, and software engineers with the design of innovative products and services.",0.0,0.29411764705882354,0.4852941176470588,0.0,0.0,0.22058823529411764
analyze and classify risks and investments to determine their potential impacts on companies.,0.07541899441340782,0.23743016759776536,0.19553072625698323,0.0670391061452514,0.4134078212290503,0.0111731843575419
"analyze and distill climate-related research findings to inform legislators, regulatory agencies, or other stakeholders.",0.0,0.0,0.37037037037037035,0.0,0.35185185185185186,0.2777777777777778
analyze and evaluate patient data or test findings to diagnose nature or extent of mental disorder.,0.0,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444
analyze and evaluate robotic systems or prototypes.,0.0,0.0,0.0,0.0,0.4262295081967213,0.5737704918032787
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.06852791878172589,0.23857868020304568,0.1446700507614213,0.10152284263959391,0.3604060913705584,0.08629441624365482
"analyze and implement engineering designs for producing electronic devices and systems and microprocessor-based control applications, applying principles of mathematics, digital signal processing, network analysis, and computer engineering.",0.0,0.0,0.0,0.0,0.0,1.0
analyze and interpret data to increase the understanding of human social behavior.,0.03759398496240601,0.37593984962406013,0.2681704260651629,0.040100250626566414,0.2556390977443609,0.022556390977443608
analyze and interpret news and information received from various sources to broadcast the information.,0.0,0.0,0.0,0.0,0.0,1.0
"analyze and interpret patient, nursing, or information systems data to improve nursing services.",0.0,0.26666666666666666,0.325,0.0,0.275,0.13333333333333333
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",0.03868471953578337,0.27852998065764023,0.0425531914893617,0.05029013539651837,0.5764023210831721,0.013539651837524178
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",0.10079575596816977,0.26525198938992045,0.07427055702917772,0.058355437665782495,0.47214854111405835,0.029177718832891247
analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.,0.0,0.38571428571428573,0.4,0.0,0.0,0.21428571428571427
"analyze and recommend chemical, biological, or other wastewater treatment methods to prepare water for industrial or domestic use.",0.0,0.0,0.0,0.0,0.46808510638297873,0.5319148936170213
analyze and record personnel or operational data and write related activity reports.,0.0,0.0,0.0,0.0,0.0,1.0
"analyze and record test data to issue reports that use charts, graphs, or narratives.",0.10239651416122005,0.39106753812636164,0.23093681917211328,0.05228758169934641,0.1906318082788671,0.032679738562091505
analyze and report computer network security breaches or attempted breaches.,0.10763209393346379,0.20156555772994128,0.11350293542074363,0.0821917808219178,0.4520547945205479,0.043052837573385516
analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,0.0,0.11764705882352941,0.09049773755656108,0.07239819004524888,0.5972850678733032,0.12217194570135746
"analyze blueprints and other documentation to prepare time, cost, materials, and labor estimates.",0.0,0.0,0.0,0.0,0.0,1.0
"analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",0.0,0.0,0.0,0.0,0.0,1.0
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",0.06386292834890965,0.2803738317757009,0.34579439252336447,0.04672897196261682,0.2507788161993769,0.012461059190031152
analyze changes designed to improve the environmental performance of complex systems to avoid unintended negative consequences.,0.0,0.27058823529411763,0.3176470588235294,0.0,0.35294117647058826,0.058823529411764705
analyze characteristics of animals to identify and classify them.,0.11074918566775244,0.18566775244299674,0.10749185667752444,0.0,0.5407166123778502,0.05537459283387622
"analyze chromosomes found in biological specimens to aid diagnoses and treatments for genetic diseases such as congenital birth defects, fertility problems, and hematological disorders.",0.0,0.0,0.0,0.0,0.0,1.0
analyze clinical data using appropriate statistical tools.,0.0,0.3872832369942196,0.1791907514450867,0.0,0.35260115606936415,0.08092485549132948
"analyze clinical or survey data using statistical approaches such as longitudinal analysis, mixed effect modeling, logistic regression analyses, and model building techniques.",0.0,0.42592592592592593,0.0,0.0,0.2777777777777778,0.2962962962962963
"analyze compensation policies, government regulations, and prevailing wage rates to develop competitive compensation plan.",0.0,0.2459016393442623,0.0,0.0,0.4098360655737705,0.3442622950819672
"analyze competitive market strategies through analysis of related product, market, or share trends.",0.0,0.30952380952380953,0.32142857142857145,0.0,0.30357142857142855,0.06547619047619048
analyze completed police reports to determine what additional information and investigative work is needed.,0.0,0.0,0.0,0.0,0.0,1.0
"analyze complex systems to determine potential for further development, production, interoperability, compatibility, or usefulness in a particular area, such as aviation.",0.0,0.25688073394495414,0.0,0.0,0.42201834862385323,0.3211009174311927
"analyze computer and information technologies to determine applicability to nursing practice, education, administration and research.",0.0,0.2564102564102564,0.0,0.0,0.5256410256410257,0.21794871794871795
"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",0.0,0.28350515463917525,0.14948453608247422,0.10309278350515463,0.41237113402061853,0.05154639175257732
analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,0.0,0.0,0.0,0.0,0.0,1.0
"analyze data from surveys, old records, or case studies, using statistical software.",0.10582524271844661,0.25339805825242717,0.13689320388349516,0.06504854368932039,0.4058252427184466,0.03300970873786408
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",0.0,0.26334519572953735,0.18149466192170818,0.0,0.5231316725978647,0.03202846975088968
analyze data to assess distance learning program status or to inform decisions for distance learning programs.,0.04371584699453552,0.46174863387978143,0.23770491803278687,0.0,0.18032786885245902,0.07650273224043716
analyze data to determine answers to questions from customers or members of the public.,0.02844950213371266,0.352773826458037,0.059743954480796585,0.16073968705547653,0.3328591749644381,0.06543385490753911
analyze data to determine feasibility of product proposals.,0.0,0.0,0.0,0.0,0.0,1.0
analyze data to determine the effectiveness of specific treatments or therapy approaches.,0.0,0.375,0.29545454545454547,0.0,0.24431818181818182,0.08522727272727272
analyze data to determine the effectiveness of treatments or therapy approaches.,0.0,0.3419354838709677,0.25806451612903225,0.0,0.3161290322580645,0.08387096774193549
"analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects.",0.0,0.3013698630136986,0.2191780821917808,0.0,0.3972602739726027,0.0821917808219178
"analyze data, using statistical methods and applications, to evaluate the outcomes and effectiveness of workplace programs.",0.0,0.0,0.0,0.0,0.0,1.0
analyze details of sales territories to assess their growth potential and to set quotas.,0.0,0.0,0.0,0.0,0.0,1.0
"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",0.0,0.0,0.0,0.0,0.5,0.5
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,0.030376670716889428,0.2665046577561766,0.13649250708788985,0.0850546780072904,0.4362089914945322,0.04536249493722155
"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",0.0,0.0,0.0,0.0,0.40425531914893614,0.5957446808510638
analyze employment-related data and prepare required reports.,0.0,0.0,0.0,0.0,0.0,1.0
analyze energy bills including utility rates or tariffs to gather historical energy usage data.,0.0,0.0,0.0,0.0,0.0,1.0
analyze equipment performance records to assess equipment functioning.,0.21875,0.0,0.0,0.0,0.59375,0.1875
analyze equipment performance records to determine the need for repair or replacement.,0.0,0.0,0.0,0.0,0.45588235294117646,0.5441176470588235
analyze existing development or manufacturing procedures and suggest improvements.,0.0,0.0,0.36585365853658536,0.0,0.0,0.6341463414634146
"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",0.0,0.29411764705882354,0.2647058823529412,0.0,0.2529411764705882,0.18823529411764706
analyze experimental data and interpret results to write reports and summaries of findings.,0.09947249434815374,0.1974378296910324,0.14091936699321778,0.08816880180859081,0.45214770158251694,0.02185380557648832
"analyze factors such as weather reports, fuel requirements, or maps to determine air routes.",0.0,0.0,0.0,0.0,0.0,1.0
analyze financial activities of establishments or departments and provide input into budget planning and preparation processes.,0.0,0.30454545454545456,0.38181818181818183,0.0,0.18636363636363637,0.12727272727272726
"analyze financial data such as income growth, quality of management, and market share to determine expected profitability of loans.",0.0,0.0,0.0,0.0,0.0,1.0
"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",0.0,0.0,0.0,0.0,0.0,1.0
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,0.0,0.24817518248175183,0.24574209245742093,0.0,0.4233576642335766,0.0827250608272506
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,0.0949367088607595,0.21360759493670886,0.2199367088607595,0.07753164556962025,0.37658227848101267,0.01740506329113924
analyze genetic information to identify patients or families at risk for specific disorders or syndromes.,0.0,0.0,0.0,0.0,0.7037037037037037,0.2962962962962963
"analyze geographic distributions of physical and cultural phenomena on local, regional, continental, or global scales.",0.0,0.0,0.0,0.0,0.5,0.5
"analyze geographic information systems (gis) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",0.0,0.0,0.0,0.0,0.4222222222222222,0.5777777777777777
analyze green product marketing or sales trends to forecast future conditions.,0.0,0.0,0.0,0.0,0.0,1.0
"analyze historical climate information, such as precipitation or temperature records, to help predict future weather or climate trends.",0.0,0.0,0.0,0.0,0.0,1.0
analyze information from traffic counting programs.,0.0,0.2682926829268293,0.36585365853658536,0.0,0.25609756097560976,0.10975609756097561
analyze information gathered by investigation and report findings and recommendations.,0.0,0.25252525252525254,0.20202020202020202,0.0,0.46464646464646464,0.08080808080808081
analyze information obtained from management to conceptualize and define operational problems.,0.0,0.33183856502242154,0.26905829596412556,0.0,0.24663677130044842,0.15246636771300448
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",0.0,0.3020527859237537,0.2961876832844575,0.0,0.2727272727272727,0.12903225806451613
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",0.05498602050326188,0.1733457595526561,0.1043802423112768,0.04193849021435228,0.5862068965517241,0.0391425908667288
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",0.08152173913043478,0.19021739130434784,0.09239130434782608,0.0,0.5217391304347826,0.11413043478260869
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",0.10589444825222755,0.16655243317340646,0.10675119945167923,0.03341329677861549,0.5711103495544894,0.016278272789581907
"analyze job requirements and content to establish criteria for classification, selection, training, and other related personnel functions.",0.0,0.0,0.0,0.0,0.0,1.0
analyze laboratory findings to check the accuracy of the results.,0.11363636363636363,0.3181818181818182,0.11363636363636363,0.23295454545454544,0.1875,0.03409090909090909
"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",0.24458874458874458,0.12121212121212122,0.22294372294372294,0.04112554112554113,0.3528138528138528,0.017316017316017316
"analyze logistics data, using methods such as data mining, data modeling, or cost or benefit analysis.",0.0,0.0,0.0,0.0,0.0,1.0
analyze market conditions to determine optimum times to execute securities transactions.,0.14136125654450263,0.3036649214659686,0.10471204188481675,0.0,0.387434554973822,0.06282722513089005
"analyze menus or recipes, standardize recipes, or test new products.",0.0,0.0,0.4090909090909091,0.0,0.0,0.5909090909090909
analyze monthly department budgeting and accounting reports to maintain expenditure controls.,0.0,0.0,0.0,0.0,0.0,1.0
"analyze network data to determine network usage, disk space availability, or server function.",0.2097902097902098,0.1258741258741259,0.0,0.0,0.5524475524475524,0.11188811188811189
analyze new medical procedures to forecast likely outcomes.,0.0,0.0,0.0,0.0,0.0,1.0
"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",0.052854122621564484,0.26004228329809725,0.36152219873150104,0.040169133192389,0.2536997885835095,0.03171247357293869
analyze or evaluate dental needs to determine changes or trends in patterns of dental disease.,0.0,0.0,0.0,0.0,0.0,1.0
"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",0.0,0.5333333333333333,0.0,0.0,0.0,0.4666666666666667
"analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",0.22596153846153846,0.13942307692307693,0.18269230769230768,0.0,0.3894230769230769,0.0625
analyze or synthesize client data to draw conclusions or make recommendations for art therapy.,0.0,0.0,0.45454545454545453,0.0,0.0,0.5454545454545454
analyze or synthesize client data to draw conclusions or make recommendations for therapy.,0.0,0.2827586206896552,0.25517241379310346,0.0,0.33793103448275863,0.12413793103448276
"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",0.03087143415396639,0.3098866744822196,0.12465806955842126,0.043767096522078934,0.47010550996483,0.020711215318483783
"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",0.02888700084961767,0.3882752761257434,0.08028887000849617,0.09175870858113849,0.3623619371282923,0.048428207306711976
"analyze originals to evaluate color density, gradation highlights, middle tones, and shadows, using densitometers and knowledge of light and color.",0.0,0.0,0.0,0.0,0.4918032786885246,0.5081967213114754
"analyze patient's medical history, medication allergies, physical condition, and examination results to verify operation's necessity and to determine best procedure.",0.0,0.0,0.0,0.0,0.0,1.0
analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,0.0,0.0,0.0,0.0,0.0,1.0
analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,0.005703422053231939,0.16425855513307985,0.05779467680608365,0.015209125475285171,0.685171102661597,0.07186311787072243
"analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",0.0,0.41216216216216217,0.24774774774774774,0.0990990990990991,0.19594594594594594,0.04504504504504504
analyze physical findings and medical histories to make diagnoses according to oriental medicine traditions.,0.0,0.2727272727272727,0.22727272727272727,0.0,0.4696969696969697,0.030303030303030304
analyze potential loan markets and develop referral networks to locate prospects for loans.,0.0,0.3,0.5,0.0,0.0,0.2
analyze potential loan markets to find opportunities to promote loans and financial services.,0.0,0.0,0.36538461538461536,0.0,0.34615384615384615,0.28846153846153844
analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,0.0,0.0,0.0,0.0,0.0,1.0
"analyze price proposals, financial reports, and other data and information to determine reasonable prices.",0.0,0.3132530120481928,0.1927710843373494,0.0,0.26506024096385544,0.2289156626506024
analyze problems and take appropriate action to ensure continuous and reliable operation of equipment and systems.,0.0,0.0,0.0,0.0,0.0,1.0
analyze problems to develop solutions involving computer hardware and software.,0.11464435146443515,0.1907949790794979,0.18577405857740587,0.07196652719665272,0.39330543933054396,0.04351464435146443
analyze product complaints and make recommendations regarding their reportability.,0.0,0.0,0.0,0.0,0.0,1.0
"analyze recipes to assign prices to menu items, based on food, labor, and overhead costs.",0.0,0.0,0.0,0.0,0.0,1.0
"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",0.0,0.325,0.0,0.0,0.55,0.125
"analyze regional energy markets, including energy pricing, market structures, energy generation competition, and energy transmission constraints.",0.0,0.0,0.0,0.0,0.4716981132075472,0.5283018867924528
"analyze research data to determine its significance, using computers.",0.10806916426512968,0.20605187319884727,0.11239193083573487,0.09798270893371758,0.4495677233429395,0.025936599423631124
analyze samples of biological material for chemical content or reaction.,0.0,0.0,0.0,0.0,0.48484848484848486,0.5151515151515151
"analyze samples, such as air or water samples, for contaminants or other elements.",0.0,0.0,0.0,0.0,0.0,1.0
analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.,0.0,0.3283582089552239,0.43283582089552236,0.0,0.0,0.23880597014925373
analyze survey objectives and specifications to prepare survey proposals or to direct others in survey proposal preparation.,0.0,0.4609375,0.359375,0.0,0.0,0.1796875
analyze system performance or operational requirements.,0.10638297872340426,0.10030395136778116,0.1094224924012158,0.0364741641337386,0.6352583586626139,0.0121580547112462
analyze target companies or investment opportunities to inform investment decisions.,0.08823529411764706,0.289002557544757,0.2570332480818414,0.0370843989769821,0.30562659846547313,0.023017902813299233
analyze technology trends to identify markets for future product development or to improve sales of existing products.,0.0,0.0,0.0,0.0,0.0,1.0
"analyze test data for automotive systems, subsystems, or component parts.",0.2833333333333333,0.0,0.0,0.0,0.48333333333333334,0.23333333333333334
"analyze test data, making computations as necessary, to determine test results.",0.12594113620807665,0.35592060232717315,0.1430527036276523,0.12320328542094455,0.21971252566735114,0.03216974674880219
analyze test results and develop a treatment plan.,0.0,0.34615384615384615,0.0,0.0,0.5512820512820513,0.10256410256410256
"analyze test results, machine error messages, or information obtained from operators to diagnose equipment problems.",0.0,0.0,0.0,0.0,0.4473684210526316,0.5526315789473685
