"occupation_id","task_id","source_id","source_role","exposure_score","augmentation_score","automation_score","evidence_weight","confidence","promotion_status","notes"
"occ_11_1021_00","task_occ_11_1021_00_933","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2500","0.1000","0.7420","0.1800","0.4828","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_1021_00","task_occ_11_1021_00_944","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.2375","0.4213","0.2500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_11_1021_00","task_occ_11_1021_00_944","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0900","0.2000","0.0720","0.1800","0.3332","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_1021_00","task_occ_11_1021_00_945","src_anthropic_ei_2026_01_15","live_task_evidence","0.2400","0.6000","0.4100","1.0000","0.7700","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_11_1021_00","task_occ_11_1021_00_945","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_11_1021_00","task_occ_11_1021_00_945","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0000","0.0100","0.0070","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_1021_00","task_occ_11_1021_00_947","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_11_1021_00","task_occ_11_1021_00_947","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.5200","0.6800","0.0460","0.1800","0.3672","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_1021_00","task_occ_11_1021_00_948","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_11_1021_00","task_occ_11_1021_00_948","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.6000","0.7200","0.0980","0.1800","0.3944","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_1021_00","task_occ_11_1021_00_949","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_11_1021_00","task_occ_11_1021_00_949","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0000","0.0100","0.0070","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_01","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2500","0.1000","0.7420","0.4600","0.6532","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_02","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.5200","0.6800","0.0460","0.4600","0.4968","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_04","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.6000","0.7200","0.0980","0.4600","0.5336","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_13_1041_00","task_occ_13_1041_00_21446","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21446","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.5500","0.6600","0.2080","0.1800","0.3808","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1041_00","task_occ_13_1041_00_21447","src_anthropic_ei_2026_01_15","live_task_evidence","0.2300","0.1500","0.6200","1.0000","0.7800","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1041_00","task_occ_13_1041_00_21447","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.7125","0.4638","0.7500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21447","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2000","0.4400","0.4320","0.1800","0.5168","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1041_00","task_occ_13_1041_00_21448","src_anthropic_ei_2026_01_15","live_task_evidence","0.0700","0.1000","0.0700","1.0000","0.5500","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1041_00","task_occ_13_1041_00_21448","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.7125","0.4638","0.7500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21448","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0700","0.1000","0.0525","0.1800","0.3740","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1041_00","task_occ_13_1041_00_21449","src_anthropic_ei_2026_01_15","live_task_evidence","0.2300","0.4600","0.5800","1.0000","0.7900","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1041_00","task_occ_13_1041_00_21449","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21449","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0000","0.0000","0.0135","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1041_00","task_occ_13_1041_00_21450","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.7125","0.4638","0.7500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21450","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2000","0.4400","0.4320","0.1800","0.5168","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1041_00","task_occ_13_1041_00_21451","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.2375","0.4213","0.2500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21451","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.5500","0.6600","0.2080","0.1800","0.3808","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1041_00","task_occ_13_1041_00_21452","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.7125","0.4638","0.7500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21452","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.5500","0.6600","0.2080","0.1800","0.3808","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1041_00","task_occ_13_1041_00_21453","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.9500","0.4850","1.0000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21453","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2500","0.1000","0.6420","0.1800","0.4352","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1041_00","task_occ_13_1041_00_21454","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21455","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.2375","0.4213","0.2500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21456","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21457","src_anthropic_ei_2026_01_15","live_task_evidence","0.2300","0.6100","0.4400","1.0000","0.7400","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1041_00","task_occ_13_1041_00_21457","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.7125","0.4638","0.7500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21457","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2300","0.6100","0.4120","0.1800","0.5032","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1041_00","task_occ_13_1041_00_21458","src_anthropic_ei_2026_01_15","live_task_evidence","0.2500","0.1000","0.6700","1.0000","0.6400","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1041_00","task_occ_13_1041_00_21458","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21458","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2500","0.1000","0.6420","0.1800","0.4352","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1041_00","task_occ_13_1041_00_21459","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21459","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.5500","0.6600","0.2080","0.1800","0.3808","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1041_00","task_occ_13_1041_00_21460","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21461","src_anthropic_ei_2026_01_15","live_task_evidence","0.2000","0.4400","0.4600","1.0000","0.7600","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1041_00","task_occ_13_1041_00_21461","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1041_00","task_occ_13_1041_00_21461","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2000","0.4400","0.4320","0.1800","0.5168","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_03","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0000","0.0000","0.0135","0.4600","0.1500","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_13_1041_00","task_occ_13_1041_00_jd_co_04","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.5500","0.6600","0.2080","0.4600","0.5152","active_supporting","cluster_proxy|mapped_from_task_family"
"occ_13_1071_00","task_occ_13_1071_00_18852","src_anthropic_ei_2026_01_15","live_task_evidence","0.2400","0.2100","0.1000","1.0000","0.6500","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1071_00","task_occ_13_1071_00_18852","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.2375","0.4213","0.2500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18852","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2000","0.1700","0.2420","0.1800","0.4352","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1071_00","task_occ_13_1071_00_18853","src_anthropic_ei_2026_01_15","live_task_evidence","0.2100","0.1900","0.6700","1.0000","0.7300","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1071_00","task_occ_13_1071_00_18853","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.7125","0.4638","0.7500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18853","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2100","0.1900","0.6420","0.1800","0.4964","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1071_00","task_occ_13_1071_00_18854","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18854","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2000","0.1700","0.2420","0.1800","0.4352","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1071_00","task_occ_13_1071_00_18855","src_anthropic_ei_2026_01_15","live_task_evidence","0.2300","0.1600","0.7100","1.0000","0.7300","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1071_00","task_occ_13_1071_00_18855","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.7125","0.4638","0.7500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18855","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.1800","0.1800","0.5420","0.1800","0.4624","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1071_00","task_occ_13_1071_00_18856","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18857","src_anthropic_ei_2026_01_15","live_task_evidence","0.2300","0.4800","0.5200","1.0000","0.8000","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1071_00","task_occ_13_1071_00_18857","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.7125","0.4638","0.7500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18857","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2000","0.1700","0.2420","0.1800","0.4352","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1071_00","task_occ_13_1071_00_18858","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18859","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18860","src_anthropic_ei_2025_03_27","live_task_evidence","0.0500","0.0000","0.0000","1.0000","0.7800","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1071_00","task_occ_13_1071_00_18860","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.7125","0.4638","0.7500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18860","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2000","0.1700","0.2420","0.1800","0.4352","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1071_00","task_occ_13_1071_00_18861","src_anthropic_ei_2026_01_15","live_task_evidence","0.2300","0.6900","0.3100","1.0000","0.7800","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1071_00","task_occ_13_1071_00_18861","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18861","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0100","0.0100","0.0135","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1071_00","task_occ_13_1071_00_18862","src_anthropic_ei_2026_01_15","live_task_evidence","0.2400","0.5200","0.4800","1.0000","0.8200","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1071_00","task_occ_13_1071_00_18862","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18862","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2000","0.1700","0.2420","0.1800","0.4352","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1071_00","task_occ_13_1071_00_18863","src_anthropic_ei_2026_01_15","live_task_evidence","0.2400","0.5700","0.4700","1.0000","0.7600","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1071_00","task_occ_13_1071_00_18863","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18863","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2400","0.6200","0.0820","0.1800","0.4828","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1071_00","task_occ_13_1071_00_18864","src_anthropic_ei_2026_01_15","live_task_evidence","0.0900","0.1000","0.1000","1.0000","0.4800","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1071_00","task_occ_13_1071_00_18864","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18865","src_anthropic_ei_2026_01_15","live_task_evidence","0.2800","0.2400","0.6400","1.0000","0.8400","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1071_00","task_occ_13_1071_00_18865","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18866","src_anthropic_ei_2026_01_15","live_task_evidence","0.2300","0.5400","0.5400","1.0000","0.7800","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1071_00","task_occ_13_1071_00_18866","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.7125","0.4638","0.7500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18866","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.2400","0.6200","0.0820","0.1800","0.4828","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1071_00","task_occ_13_1071_00_18867","src_anthropic_ei_2026_01_15","live_task_evidence","0.2400","0.6200","0.1000","1.0000","0.7100","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1071_00","task_occ_13_1071_00_18867","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18867","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0100","0.0100","0.0135","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1071_00","task_occ_13_1071_00_18868","src_anthropic_ei_2026_01_15","live_task_evidence","0.2200","0.4500","0.4500","1.0000","0.7700","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1071_00","task_occ_13_1071_00_18868","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.7125","0.4638","0.7500","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18868","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.1800","0.1800","0.5420","0.1800","0.4624","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1071_00","task_occ_13_1071_00_18869","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18869","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.6900","0.4700","0.3280","0.1800","0.3740","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1071_00","task_occ_13_1071_00_18870","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18870","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0100","0.0000","0.0070","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1071_00","task_occ_13_1071_00_18871","src_anthropic_ei_2026_01_15","live_task_evidence","0.2600","0.5900","0.6000","1.0000","0.8100","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1071_00","task_occ_13_1071_00_18871","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18871","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0100","0.0100","0.0135","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
"occ_13_1071_00","task_occ_13_1071_00_18872","src_anthropic_ei_2026_01_15","live_task_evidence","0.2500","0.1900","0.1200","1.0000","0.6600","active_live","task_match|evidence_type=anthropic_task_usage"
"occ_13_1071_00","task_occ_13_1071_00_18872","src_openai_gpts_are_gpts_2023","benchmark_task_label","0.4750","0.4425","0.5000","0.7200","0.6000","active_supporting","task_match|benchmark_task_label"
"occ_13_1071_00","task_occ_13_1071_00_18872","src_v2_cluster_prior_proxy_2026_03","cluster_prior_proxy","0.0100","0.0100","0.0135","0.1800","0.1500","backstop_only","cluster_proxy|mapped_from_task_family|proxy_backstopped_by_task_evidence"
