"occupation_id","task_id","onet_task_id","task_statement","task_family_id","task_type","time_share_prior","value_centrality","bargaining_power_weight","role_criticality","ai_support_observability","source_mix","source_confidence","notes"
"occ_11_1021_00","task_occ_11_1021_00_20708","20708","Manage the movement of goods into and out of production facilities to ensure efficiency, effectiveness, or sustainability of operations.","cluster_oversight_strategy","Supplemental","0.1046","0.8540","0.9261","core","0.5160","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5215","seeded_from_onet_task_inventory"
"occ_11_1021_00","task_occ_11_1021_00_933","933","Direct and coordinate activities of businesses or departments concerned with the production, pricing, sales, or distribution of products.","cluster_coordination","Core","0.1294","0.9236","0.7283","core","0.2715","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6345","seeded_from_onet_task_inventory"
"occ_11_1021_00","task_occ_11_1021_00_944","944","Perform sales floor work, such as greeting or assisting customers, stocking shelves, or taking inventory.","cluster_client_interaction","Supplemental","0.1194","0.7364","0.8439","core","0.1525","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5175","seeded_from_onet_task_inventory"
"occ_11_1021_00","task_occ_11_1021_00_945","945","Develop or implement product-marketing strategies, including advertising campaigns or sales promotions.","cluster_drafting","Supplemental","0.0212","0.3668","0.4495","optional","0.0055","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3405","seeded_from_onet_task_inventory"
"occ_11_1021_00","task_occ_11_1021_00_947","947","Direct non-merchandising departments of businesses, such as advertising or purchasing.","cluster_oversight_strategy","Supplemental","0.0366","0.6966","0.8348","core","0.5160","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5215","seeded_from_onet_task_inventory"
"occ_11_1021_00","task_occ_11_1021_00_948","948","Recommend locations for new facilities, or oversee the remodeling or renovating of current facilities.","cluster_decision_support","Supplemental","0.0149","0.4810","0.6718","supporting","0.5740","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5850","seeded_from_onet_task_inventory"
"occ_11_1021_00","task_occ_11_1021_00_949","949","Plan store layouts or design displays.","cluster_drafting","Supplemental","0.0159","0.2676","0.3920","optional","0.0055","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3360","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21446","21446","Warn violators of infractions or penalties.","cluster_coordination","Core","0.0814","0.9670","0.8951","core","0.5505","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5280","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21447","21447","Evaluate applications, records, or documents to gather information about eligibility or liability issues.","cluster_documentation","Core","0.0804","0.7708","0.5303","core","0.3840","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6925","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21448","21448","Advise licensees or other individuals or groups concerning licensing, permit, or passport regulations.","cluster_client_interaction","Core","0.0804","0.9800","0.9882","core","0.0865","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5425","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21449","21449","Prepare reports of activities, evaluations, recommendations, or decisions.","cluster_decision_support","Core","0.0785","0.9800","0.9742","core","0.0020","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3850","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21450","21450","Report law or regulation violations to appropriate boards or agencies.","cluster_documentation","Core","0.0756","0.7398","0.5123","core","0.3840","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6385","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21451","21451","Confer with or interview officials, technical or professional specialists, or applicants to obtain information or to clarify facts relevant to licensing decisions.","cluster_coordination","Core","0.0727","0.9112","0.8627","core","0.5505","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5280","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21452","21452","Issue licenses to individuals meeting standards.","cluster_coordination","Supplemental","0.0842","0.8156","0.8072","core","0.5505","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4880","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21453","21453","Collect fees for licenses.","cluster_research_synthesis","Supplemental","0.0823","0.7432","0.5997","core","0.2515","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5430","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21454","21454","Administer oral, written, road, or flight tests to license applicants.","cluster_qa_review","Supplemental","0.0814","0.7170","0.6669","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4595","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21455","21455","Visit establishments to verify that valid licenses or permits are displayed and that licensing standards are being upheld.","cluster_qa_review","Supplemental","0.0161","0.5508","0.5705","supporting","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4550","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21456","21456","Score tests and observe equipment operation and control to rate ability of applicants.","cluster_qa_review","Supplemental","0.0785","0.6984","0.6561","supporting","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4595","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21457","21457","Prepare correspondence to inform concerned parties of licensing decisions or appeals processes.","cluster_execution_routine","Supplemental","0.0737","0.5074","0.3527","supporting","0.4810","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6050","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21458","21458","Identify compliance issues that require follow-up or investigation.","cluster_research_synthesis","n/a","0.0287","0.5520","0.4888","supporting","0.2515","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5610","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21459","21459","Keep informed regarding pending industry changes, trends, or best practices.","cluster_coordination","n/a","0.0287","0.6120","0.6892","supporting","0.5505","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4880","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21460","21460","Provide assistance to internal or external auditors in compliance reviews.","cluster_qa_review","n/a","0.0287","0.5320","0.5596","supporting","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5180","seeded_from_onet_task_inventory"
"occ_13_1041_00","task_occ_13_1041_00_21461","21461","Verify that all firm and regulatory policies and procedures have been documented, implemented, and communicated.","cluster_documentation","n/a","0.0287","0.4220","0.3280","supporting","0.3840","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6120","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18852","18852","Address employee relations issues, such as harassment allegations, work complaints, or other employee concerns.","cluster_relationship_management","Core","0.0151","0.8546","0.8983","core","0.1975","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.8080","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18853","18853","Analyze employment-related data and prepare required reports.","cluster_analysis","Core","0.0413","0.7780","0.6098","core","0.2910","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.8395","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18854","18854","Conduct exit interviews and ensure that necessary employment termination paperwork is completed.","cluster_relationship_management","Core","0.0131","0.7864","0.8587","core","0.1975","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.8080","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18855","18855","Conduct reference or background checks on job applicants.","cluster_qa_review","Supplemental","0.0149","0.5384","0.4769","supporting","0.2580","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7820","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18856","18856","Confer with management to develop or implement personnel policies or procedures.","cluster_oversight_strategy","Core","0.0136","0.8850","0.9043","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7065","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18857","18857","Contact job applicants to inform them of the status of their applications.","cluster_relationship_management","Core","0.0662","0.9526","0.9551","core","0.1975","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.8080","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18858","18858","Develop or implement recruiting strategies to meet current or anticipated staffing needs.","cluster_oversight_strategy","Core","0.0407","0.9472","0.9404","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7065","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18859","18859","Hire employees and process hiring-related paperwork.","cluster_execution_routine","Core","0.0798","0.7456","0.5434","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7065","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18860","18860","Inform job applicants of details such as duties and responsibilities, compensation, benefits, schedules, working conditions, or promotion opportunities.","cluster_relationship_management","Core","0.0143","0.8458","0.8932","core","0.1975","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.8080","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18861","18861","Interpret and explain human resources policies, procedures, laws, standards, or regulations.","cluster_decision_support","Core","0.0417","0.9800","0.9742","core","0.0100","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5910","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18862","18862","Interview job applicants to obtain information on work history, training, education, or job skills.","cluster_relationship_management","Core","0.0653","0.9464","0.9515","core","0.1975","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.8080","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18863","18863","Maintain and update human resources documents, such as organizational charts, employee handbooks or directories, or performance evaluation forms.","cluster_documentation","Core","0.0136","0.5550","0.4961","supporting","0.4230","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.8325","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18864","18864","Maintain current knowledge of Equal Employment Opportunity (EEO) and affirmative action guidelines and laws, such as the Americans with Disabilities Act (ADA).","cluster_research_synthesis","Core","0.0156","0.7708","0.7281","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7065","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18865","18865","Perform searches for qualified job candidates, using sources such as computer databases, networking, Internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals.","cluster_research_synthesis","Core","0.0644","0.8202","0.7567","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7065","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18866","18866","Prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software.","cluster_documentation","Core","0.0181","0.6430","0.5471","supporting","0.4230","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.8325","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18867","18867","Provide management with information or training related to interviewing, performance appraisals, counseling techniques, or documentation of performance issues.","cluster_decision_support","Core","0.0129","0.7802","0.8583","core","0.0100","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5910","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18868","18868","Review employment applications and job orders to match applicants with job requirements.","cluster_qa_review","Core","0.0716","0.8498","0.6575","core","0.2580","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.8220","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18869","18869","Schedule or administer skill, intelligence, psychological, or drug tests for current or prospective employees.","cluster_workflow_admin","Supplemental","0.0527","0.5266","0.4084","supporting","0.5050","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7365","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18870","18870","Schedule or conduct new employee orientations.","cluster_coordination","Core","0.0191","0.8068","0.8447","core","0.0025","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6260","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18871","18871","Select qualified job applicants or refer them to managers, making hiring recommendations when appropriate.","cluster_decision_support","Core","0.0716","0.9800","0.9742","core","0.0100","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5910","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18872","18872","Advise management on organizing, preparing, or implementing recruiting or retention programs.","cluster_decision_support","Core","0.0617","0.9216","0.9403","core","0.0100","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5910","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18873","18873","Coordinate with outside staffing agencies to secure temporary employees, based on departmental needs.","cluster_coordination","Supplemental","0.0250","0.5756","0.7106","supporting","0.0025","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5860","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18874","18874","Evaluate recruitment or selection criteria to ensure conformance to professional, statistical, or testing standards, recommending revisions, as needed.","cluster_qa_review","Supplemental","0.0463","0.5992","0.5121","supporting","0.2580","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7820","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18875","18875","Evaluate selection or testing techniques by conducting research or follow-up activities and conferring with management or supervisory personnel.","cluster_qa_review","Supplemental","0.0112","0.4144","0.4050","optional","0.2580","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7820","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_18876","18876","Review and evaluate applicant qualifications or eligibility for specified licensing, according to established guidelines and designated licensing codes.","cluster_qa_review","Supplemental","0.0707","0.6736","0.5553","supporting","0.2580","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7820","seeded_from_onet_task_inventory"
"occ_13_1071_00","task_occ_13_1071_00_21097","21097","Administer employee benefit plans.","cluster_workflow_admin","Supplemental","0.0398","0.5148","0.4016","supporting","0.5050","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7365","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_20847","20847","Perform managerial duties such as hiring and training employees and overseeing facility needs or requirements.","cluster_oversight_strategy","Core","0.0620","0.9794","0.9591","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5490","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8932","8932","Maintain and develop positive business relationships with a customer's key personnel involved in, or directly relevant to, a logistics activity.","cluster_client_interaction","Core","0.1205","0.9800","0.9900","core","0.0000","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3850","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8933","8933","Develop an understanding of customers' needs and take actions to ensure that such needs are met.","cluster_client_interaction","Core","0.1163","0.9746","0.9900","core","0.0000","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3850","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8934","8934","Direct availability and allocation of materials, supplies, and finished products.","cluster_oversight_strategy","Core","0.1079","0.9800","0.9594","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4950","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8935","8935","Collaborate with other departments as necessary to meet customer requirements, to take advantage of sales opportunities or, in the case of shortages, to minimize negative impacts on a business.","cluster_client_interaction","Core","0.0207","0.7588","0.8669","core","0.0000","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3850","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8936","8936","Protect and control proprietary materials.","cluster_coordination","Core","0.0565","0.8160","0.7439","core","0.2135","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5350","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8937","8937","Review logistics performance with customers against targets, benchmarks, and service agreements.","cluster_client_interaction","Core","0.0219","0.7836","0.8813","core","0.0000","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3850","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8938","8938","Develop and implement technical project management tools, such as plans, schedules, and responsibility and compliance matrices.","cluster_drafting","Core","0.0185","0.5492","0.5089","supporting","0.4325","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6290","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8939","8939","Direct team activities, establishing task priorities, scheduling and tracking work assignments, providing guidance, and ensuring the availability of resources.","cluster_workflow_admin","Core","0.0589","0.6246","0.4341","supporting","0.5615","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6100","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8940","8940","Report project plans, progress, and results.","cluster_documentation","Core","0.0205","0.5426","0.4915","supporting","0.1325","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5930","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8941","8941","Direct and support the compilation and analysis of technical source data necessary for product development.","cluster_analysis","Core","0.0516","0.6882","0.7008","supporting","0.1040","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5565","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8942","8942","Explain proposed solutions to customers, management, or other interested parties through written proposals and oral presentations.","cluster_client_interaction","Core","0.0596","0.8608","0.9261","core","0.0000","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4120","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8943","8943","Develop proposals that include documentation for estimates.","cluster_documentation","Core","0.0219","0.5736","0.5095","supporting","0.1325","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6065","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8944","8944","Plan, organize, and execute logistics support activities, such as maintenance planning, repair analysis, and test equipment recommendations.","cluster_decision_support","Core","0.0577","0.8132","0.8307","core","0.5705","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5765","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8945","8945","Provide project management services, including the provision and analysis of technical data.","cluster_analysis","Core","0.0182","0.6430","0.6745","supporting","0.1040","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5565","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8946","8946","Participate in the assessment and review of design alternatives and design change proposal impacts.","cluster_qa_review","Core","0.0160","0.5534","0.5720","supporting","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5040","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8947","8947","Support the development of training materials and technical manuals.","cluster_drafting","Core","0.0140","0.4500","0.4514","supporting","0.4325","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6290","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8948","8948","Stay informed of logistics technology advances and apply appropriate technology to improve logistics processes.","cluster_execution_routine","Core","0.0505","0.5464","0.4737","supporting","0.0025","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4560","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8949","8949","Redesign the movement of goods to maximize value and minimize costs.","cluster_drafting","Core","0.0213","0.6112","0.5449","supporting","0.4325","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6245","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8950","8950","Manage subcontractor activities, reviewing proposals, developing performance specifications, and serving as liaisons between subcontractors and organizations.","cluster_qa_review","Core","0.0221","0.6898","0.6511","supporting","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5040","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8951","8951","Manage the logistical aspects of product life cycles, including coordination or provisioning of samples, and the minimization of obsolescence.","cluster_coordination","Core","0.0171","0.6582","0.6524","supporting","0.2135","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5890","seeded_from_onet_task_inventory"
"occ_13_1081_00","task_occ_13_1081_00_8952","8952","Perform system lifecycle cost analysis and develop component studies.","cluster_analysis","Core","0.0463","0.6954","0.7049","supporting","0.1040","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5565","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21462","21462","Assign duties or responsibilities to project personnel.","cluster_workflow_admin","n/a","0.0500","0.4020","0.3642","optional","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4550","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21463","21463","Communicate with key stakeholders to determine project requirements and objectives.","cluster_client_interaction","n/a","0.0500","0.6320","0.7854","core","0.5250","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5180","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21464","21464","Confer with project personnel to identify and resolve problems.","cluster_relationship_management","n/a","0.0500","0.6720","0.6936","supporting","0.2450","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5550","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21465","21465","Create project status presentations for delivery to customers or project personnel.","cluster_client_interaction","n/a","0.0500","0.6320","0.7854","core","0.5250","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5585","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21466","21466","Develop or update project plans including information such as objectives, technologies, schedules, funding, and staffing.","cluster_drafting","n/a","0.0500","0.4720","0.4648","supporting","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4595","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21467","21467","Identify project needs such as resources, staff, or finances by reviewing project objectives and schedules.","cluster_qa_review","n/a","0.0500","0.5320","0.4290","supporting","0.3070","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5900","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21468","21468","Identify, review, or select vendors or consultants to meet project needs.","cluster_qa_review","n/a","0.0500","0.5320","0.4290","supporting","0.3070","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5900","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21469","21469","Monitor costs incurred by project staff to identify budget issues.","cluster_coordination","n/a","0.0500","0.6120","0.7198","supporting","0.5540","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4915","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21470","21470","Monitor project milestones and deliverables.","cluster_coordination","n/a","0.0500","0.6120","0.7198","supporting","0.5540","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4915","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21471","21471","Monitor the performance of project team members to provide performance feedback.","cluster_coordination","n/a","0.0500","0.6120","0.7198","supporting","0.5540","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4915","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21472","21472","Negotiate with project stakeholders or suppliers to obtain resources or materials.","cluster_client_interaction","n/a","0.0500","0.6320","0.7854","core","0.5250","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5180","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21473","21473","Plan, schedule, or coordinate project activities to meet deadlines.","cluster_coordination","n/a","0.0500","0.6120","0.7198","supporting","0.5540","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5815","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21474","21474","Prepare and submit budget estimates, progress reports, or cost tracking reports.","cluster_documentation","n/a","0.0500","0.4220","0.4190","supporting","0.1820","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5495","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21475","21475","Produce and distribute project documents.","cluster_documentation","n/a","0.0500","0.4220","0.4190","supporting","0.1820","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5585","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21476","21476","Propose, review, or approve modifications to project plans.","cluster_qa_review","n/a","0.0500","0.5320","0.4290","supporting","0.3070","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5900","seeded_from_onet_task_inventory"
"occ_13_1082_00","task_occ_13_1082_00_21477","21477","Recruit or hire project personnel.","cluster_relationship_management","n/a","0.0500","0.6720","0.6936","supporting","0.2450","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5865","seeded_from_onet_task_inventory"
